"Wavelength","Global"
"1510.0","2.71E-1"
"1511.0","2.65E-1"
"1512.0","2.61E-1"
"1513.0","2.42E-1"
"1514.0","2.26E-1"
"1515.0","2.66E-1"
"1516.0","2.57E-1"
"1517.0","2.49E-1"
"1518.0","2.52E-1"
"1519.0","2.44E-1"
"1520.0","2.65E-1"
"1521.0","2.75E-1"
"1522.0","2.64E-1"
"1523.0","2.80E-1"
"1524.0","2.75E-1"
"1525.0","2.59E-1"
"1526.0","2.67E-1"
"1527.0","2.62E-1"
"1528.0","2.79E-1"
"1529.0","2.72E-1"
"1530.0","2.55E-1"
"1531.0","2.70E-1"
"1532.0","2.78E-1"
"1533.0","2.77E-1"
"1534.0","2.69E-1"
"1535.0","2.67E-1"
"1536.0","2.75E-1"
"1537.0","2.73E-1"
"1538.0","2.72E-1"
"1539.0","2.73E-1"
"1540.0","2.65E-1"
"1541.0","2.69E-1"
"1542.0","2.69E-1"
"1543.0","2.72E-1"
"1544.0","2.72E-1"
"1545.0","2.77E-1"
"1546.0","2.75E-1"
"1547.0","2.73E-1"
"1548.0","2.67E-1"
"1549.0","2.73E-1"
"1550.0","2.70E-1"
"1551.0","2.71E-1"
"1552.0","2.72E-1"
"1553.0","2.71E-1"
"1554.0","2.65E-1"
"1555.0","2.68E-1"
"1556.0","2.63E-1"
"1557.0","2.71E-1"
"1558.0","2.68E-1"
"1559.0","2.68E-1"
"1560.0","2.66E-1"
"1561.0","2.70E-1"
"1562.0","2.68E-1"
"1563.0","2.67E-1"
"1564.0","2.63E-1"
"1565.0","2.67E-1"
"1566.0","2.62E-1"
"1567.0","2.63E-1"
"1568.0","2.57E-1"
"1569.0","2.55E-1"
"1570.0","2.42E-1"
"1571.0","2.35E-1"
"1572.0","2.38E-1"
"1573.0","2.34E-1"
"1574.0","2.41E-1"
"1575.0","2.40E-1"
"1576.0","2.47E-1"
"1577.0","2.16E-1"
"1578.0","2.35E-1"
"1579.0","2.37E-1"
"1580.0","2.45E-1"
"1581.0","2.49E-1"
"1582.0","2.42E-1"
"1583.0","2.48E-1"
"1584.0","2.49E-1"
"1585.0","2.59E-1"
"1586.0","2.56E-1"
"1587.0","2.53E-1"
"1588.0","2.51E-1"
"1589.0","2.32E-1"
"1590.0","2.42E-1"
"1591.0","2.42E-1"
"1592.0","2.52E-1"
"1593.0","2.58E-1"
"1594.0","2.56E-1"
"1595.0","2.58E-1"
"1596.0","2.45E-1"
"1597.0","2.47E-1"
"1598.0","2.54E-1"
"1599.0","2.42E-1"
"1600.0","2.38E-1"
"1601.0","2.23E-1"
"1602.0","2.24E-1"
"1603.0","2.24E-1"
"1604.0","2.28E-1"
"1605.0","2.37E-1"
"1606.0","2.41E-1"
"1607.0","2.33E-1"
"1608.0","2.30E-1"
"1609.0","2.27E-1"
"1610.0","2.18E-1"
"1611.0","2.27E-1"
"1612.0","2.31E-1"
"1613.0","2.37E-1"
"1614.0","2.38E-1"
"1615.0","2.41E-1"
"1616.0","2.31E-1"
"1617.0","2.35E-1"
"1618.0","2.44E-1"
"1619.0","2.41E-1"
"1620.0","2.34E-1"
"1621.0","2.34E-1"
"1622.0","2.38E-1"
"1623.0","2.42E-1"
"1624.0","2.43E-1"
"1625.0","2.38E-1"
"1626.0","2.40E-1"
"1627.0","2.41E-1"
"1628.0","2.41E-1"
"1629.0","2.41E-1"
"1630.0","2.37E-1"
"1631.0","2.38E-1"
"1632.0","2.38E-1"
"1633.0","2.33E-1"
"1634.0","2.33E-1"
"1635.0","2.34E-1"
"1636.0","2.35E-1"
"1637.0","2.27E-1"
"1638.0","2.20E-1"
"1639.0","2.20E-1"
"1640.0","2.15E-1"
"1641.0","2.20E-1"
"1642.0","2.21E-1"
"1643.0","2.15E-1"
"1644.0","2.24E-1"
"1645.0","2.18E-1"
"1646.0","2.17E-1"
"1647.0","2.28E-1"
"1648.0","2.17E-1"
"1649.0","2.19E-1"
"1650.0","2.25E-1"
"1651.0","2.09E-1"
"1652.0","2.24E-1"
"1653.0","2.23E-1"
"1654.0","2.16E-1"
"1655.0","2.22E-1"
"1656.0","2.21E-1"
"1657.0","2.22E-1"
"1658.0","2.25E-1"
"1659.0","2.21E-1"
"1660.0","2.23E-1"
"1661.0","2.24E-1"
"1662.0","2.19E-1"
"1663.0","2.22E-1"
"1664.0","2.21E-1"
"1665.0","2.12E-1"
"1666.0","1.79E-1"
"1667.0","2.11E-1"
"1668.0","2.15E-1"
"1669.0","2.15E-1"
"1670.0","2.22E-1"
"1671.0","2.19E-1"
"1672.0","2.11E-1"
"1673.0","2.16E-1"
"1674.0","2.16E-1"
"1675.0","2.14E-1"
"1676.0","2.11E-1"
"1677.0","2.12E-1"
"1678.0","2.09E-1"
"1679.0","2.13E-1"
"1680.0","2.06E-1"
"1681.0","1.94E-1"
"1682.0","2.04E-1"
"1683.0","2.09E-1"
"1684.0","1.98E-1"
"1685.0","2.13E-1"
"1686.0","2.10E-1"
"1687.0","2.05E-1"
"1688.0","2.10E-1"
"1689.0","2.07E-1"
"1690.0","2.05E-1"
"1691.0","1.93E-1"
"1692.0","2.07E-1"
"1693.0","2.11E-1"
"1694.0","2.05E-1"
"1695.0","2.10E-1"
"1696.0","2.09E-1"
"1697.0","1.81E-1"
"1698.0","2.07E-1"
"1699.0","2.06E-1"
"1700.0","2.00E-1"
"1702.0","2.04E-1"
"1705.0","1.98E-1"
"1710.0","1.88E-1"
"1715.0","1.90E-1"
"1720.0","1.87E-1"
"1725.0","1.78E-1"
"1730.0","1.74E-1"
"1735.0","1.62E-1"
"1740.0","1.68E-1"
"1745.0","1.55E-1"
"1750.0","1.66E-1"
"1755.0","1.53E-1"
"1760.0","1.60E-1"
"1765.0","1.33E-1"
"1770.0","1.42E-1"
"1775.0","1.15E-1"
"1780.0","1.01E-1"
"1785.0","7.70E-2"
"1790.0","8.89E-2"
"1795.0","4.69E-2"
"1800.0","3.18E-2"
"1805.0","1.48E-2"
"1810.0","9.69E-3"
"1815.0","3.28E-3"
"1820.0","9.88E-4"
"1825.0","1.27E-3"
"1830.0","5.20E-6"
"1835.0","6.42E-6"
"1840.0","6.27E-8"
"1845.0","6.27E-6"
"1850.0","3.00E-6"
"1855.0","2.84E-7"
"1860.0","1.12E-5"
"1865.0","1.70E-5"
"1870.0","2.67E-10"
"1875.0","4.51E-10"
"1880.0","7.75E-5"
"1885.0","4.39E-5"
"1890.0","2.23E-4"
"1895.0","1.29E-4"
"1900.0","8.62E-7"
"1905.0","5.67E-7"
"1910.0","2.30E-5"
"1915.0","1.99E-5"
"1920.0","4.51E-4"
"1925.0","9.36E-4"
"1930.0","5.52E-4"
"1935.0","3.59E-3"
"1940.0","3.28E-3"
"1945.0","1.09E-2"
"1950.0","1.67E-2"
"1955.0","1.00E-2"
"1960.0","2.19E-2"
"1965.0","2.86E-2"
"1970.0","4.88E-2"
"1975.0","6.79E-2"
"1980.0","7.55E-2"
"1985.0","8.31E-2"
"1990.0","8.56E-2"
"1995.0","8.12E-2"
"2000.0","3.82E-2"
"2005.0","1.50E-2"
"2010.0","3.97E-2"
"2015.0","2.66E-2"
"2020.0","4.50E-2"
"2025.0","7.40E-2"
"2030.0","8.49E-2"
"2035.0","9.64E-2"
"2040.0","8.98E-2"
"2045.0","9.11E-2"
"2050.0","6.79E-2"
"2055.0","5.49E-2"
"2060.0","6.92E-2"
"2065.0","6.19E-2"
"2070.0","6.57E-2"
"2075.0","7.74E-2"
"2080.0","8.68E-2"
"2085.0","8.51E-2"
"2090.0","8.91E-2"
"2095.0","8.97E-2"
"2100.0","8.61E-2"
"2105.0","9.32E-2"
"2110.0","8.97E-2"
"2115.0","9.17E-2"
"2120.0","8.76E-2"
"2125.0","8.86E-2"
"2130.0","8.98E-2"
"2135.0","9.00E-2"
"2140.0","9.08E-2"
"2145.0","8.95E-2"
"2150.0","8.46E-2"
"2155.0","8.48E-2"
"2160.0","8.42E-2"
"2165.0","7.63E-2"
"2170.0","8.20E-2"
"2175.0","8.04E-2"
"2180.0","8.18E-2"
"2185.0","7.46E-2"
"2190.0","7.91E-2"
"2195.0","7.90E-2"
"2200.0","7.12E-2"
"2205.0","7.40E-2"
"2210.0","7.93E-2"
"2215.0","7.63E-2"
"2220.0","7.77E-2"
"2225.0","7.55E-2"
"2230.0","7.58E-2"
"2235.0","7.43E-2"
"2240.0","7.31E-2"
"2245.0","7.08E-2"
"2250.0","7.19E-2"
"2255.0","6.77E-2"
"2260.0","6.69E-2"
"2265.0","6.81E-2"
"2270.0","6.49E-2"
"2275.0","6.40E-2"
"2280.0","6.63E-2"
"2285.0","6.31E-2"
"2290.0","6.32E-2"
"2295.0","6.13E-2"
"2300.0","5.88E-2"
"2305.0","5.92E-2"
"2310.0","6.39E-2"
"2315.0","5.81E-2"
"2320.0","5.20E-2"
"2325.0","5.62E-2"
"2330.0","5.68E-2"
"2335.0","5.80E-2"
"2340.0","4.58E-2"
"2345.0","5.14E-2"
"2350.0","4.15E-2"
"2355.0","4.75E-2"
"2360.0","5.02E-2"
"2365.0","4.94E-2"
"2370.0","3.08E-2"
"2375.0","4.41E-2"
"2380.0","4.26E-2"
"2385.0","3.08E-2"
"2390.0","3.71E-2"
"2395.0","4.06E-2"
"2400.0","4.42E-2"
"2405.0","3.36E-2"
"2410.0","3.38E-2"
"2415.0","2.73E-2"
"2420.0","2.66E-2"
"2425.0","3.31E-2"
"2430.0","4.51E-2"
"2435.0","1.49E-2"
"2440.0","4.32E-2"
"2445.0","2.08E-2"
"2450.0","1.36E-2"
"2455.0","2.49E-2"
"2460.0","3.34E-2"
"2465.0","2.41E-2"
"2470.0","1.67E-2"
"2475.0","1.65E-2"
"2480.0","8.04E-3"
"2485.0","5.61E-3"
"2490.0","3.51E-3"
"2495.0","2.88E-3"
"2500.0","7.06E-3"
"2505.0","1.52E-3"
"2510.0","2.22E-3"
"2515.0","5.19E-4"
"2520.0","3.71E-4"
"2525.0","4.14E-5"
"2530.0","6.36E-7"
"2535.0","1.75E-7"
"2540.0","3.77E-7"
"2545.0","5.38E-11"
"2550.0","2.82E-13"
"2555.0","1.04E-9"
"2560.0","3.10E-11"
"2565.0","1.60E-14"
"2570.0","1.53E-18"
"2575.0","1.08E-27"
"2580.0","3.82E-22"
"2585.0","1.72E-34"
"2590.0","5.48E-31"
"2595.0","2.28E-33"
"2600.0","4.49E-28"
"2605.0","5.81E-35"
"2610.0","5.94E-34"
"2615.0","1.12E-37"
"2620.0","5.65E-29"
"2625.0","3.87E-28"
"2630.0","2.80E-45"
"2635.0","3.90E-16"
"2640.0","1.18E-16"
"2645.0","9.00E-19"
"2650.0","1.43E-19"
"2655.0","1.31E-27"
"2660.0","2.61E-25"
"2665.0","1.11E-37"
"2670.0","0.00E+0"
"2675.0","0.00E+0"
"2680.0","0.00E+0"
"2685.0","0.00E+0"
"2690.0","1.02E-29"
"2695.0","7.13E-33"
"2700.0","0.00E+0"
"2705.0","2.93E-42"
"2710.0","1.13E-35"
"2715.0","3.86E-26"
"2720.0","5.61E-45"
"2725.0","7.29E-22"
"2730.0","6.07E-19"
"2735.0","5.49E-21"
"2740.0","2.33E-27"
"2745.0","1.31E-23"
"2750.0","1.66E-28"
"2755.0","6.73E-44"
"2760.0","0.00E+0"
"2765.0","2.68E-27"
"2770.0","8.38E-24"
"2775.0","4.00E-38"
"2780.0","4.81E-34"
"2785.0","3.89E-27"
"2790.0","1.22E-16"
"2795.0","3.62E-16"
"2800.0","1.65E-12"
"2805.0","6.75E-14"
"2810.0","4.02E-10"
"2815.0","2.87E-10"
"2820.0","2.05E-11"
"2825.0","1.76E-7"
"2830.0","3.90E-6"
"2835.0","2.13E-10"
"2840.0","1.96E-7"
"2845.0","4.06E-5"
"2850.0","1.16E-6"
"2855.0","4.49E-7"
"2860.0","2.54E-5"
"2865.0","1.68E-4"
"2870.0","6.31E-6"
"2875.0","3.92E-4"
"2880.0","2.47E-4"
"2885.0","4.53E-4"
"2890.0","1.86E-4"
"2895.0","2.66E-3"
"2900.0","8.12E-4"
"2905.0","1.11E-4"
"2910.0","2.72E-3"
"2915.0","1.26E-3"
"2920.0","2.89E-3"
"2925.0","1.08E-3"
"2930.0","5.89E-3"
"2935.0","6.49E-3"
"2940.0","1.63E-3"
"2945.0","1.45E-3"
"2950.0","5.23E-3"
"2955.0","2.34E-3"
"2960.0","4.60E-3"
"2965.0","7.44E-3"
"2970.0","3.52E-4"
"2975.0","8.54E-4"
"2980.0","1.34E-3"
"2985.0","6.96E-3"
"2990.0","1.03E-2"
"2995.0","4.28E-3"
"3000.0","7.85E-3"
"3005.0","2.89E-3"
"3010.0","6.85E-3"
"3015.0","5.56E-3"
"3020.0","6.34E-4"
"3025.0","7.50E-3"
"3030.0","6.08E-3"
"3035.0","2.50E-3"
"3040.0","2.02E-3"
"3045.0","4.21E-3"
"3050.0","1.03E-3"
"3055.0","2.89E-4"
"3060.0","6.30E-3"
"3065.0","2.91E-3"
"3070.0","1.75E-3"
"3075.0","6.02E-3"
"3080.0","3.62E-3"
"3085.0","1.77E-3"
"3090.0","2.38E-3"
"3095.0","6.55E-4"
"3100.0","4.40E-3"
"3105.0","9.22E-4"
"3110.0","8.46E-4"
"3115.0","2.27E-3"
"3120.0","9.82E-3"
"3125.0","3.03E-3"
"3130.0","5.76E-3"
"3135.0","1.14E-2"
"3140.0","3.32E-3"
"3145.0","3.25E-3"
"3150.0","6.67E-3"
"3155.0","5.64E-3"
"3160.0","9.23E-3"
"3165.0","1.40E-2"
"3170.0","1.25E-2"
"3175.0","9.23E-3"
"3180.0","1.06E-2"
"3185.0","8.08E-3"
"3190.0","4.24E-3"
"3195.0","2.69E-3"
"3200.0","4.38E-4"
"3205.0","3.10E-4"
"3210.0","1.36E-4"
"3215.0","4.98E-4"
"3220.0","1.61E-3"
"3225.0","1.99E-4"
"3230.0","3.41E-4"
"3235.0","7.29E-3"
"3240.0","3.75E-3"
"3245.0","7.34E-4"
"3250.0","2.61E-3"
"3255.0","9.94E-3"
"3260.0","1.22E-3"
"3265.0","2.45E-3"
"3270.0","1.22E-3"
"3275.0","5.93E-3"
"3280.0","2.86E-3"
"3285.0","1.11E-2"
"3290.0","8.76E-3"
"3295.0","1.22E-3"
"3300.0","1.78E-3"
"3305.0","3.94E-3"
"3310.0","3.92E-3"
"3315.0","1.61E-5"
"3320.0","6.00E-5"
"3325.0","3.52E-3"
"3330.0","4.66E-3"
"3335.0","9.07E-3"
"3340.0","3.46E-3"
"3345.0","3.54E-3"
"3350.0","8.03E-3"
"3355.0","3.63E-3"
"3360.0","5.24E-3"
"3365.0","7.19E-3"
"3370.0","3.94E-3"
"3375.0","8.46E-3"
"3380.0","5.11E-3"
"3385.0","7.49E-3"
"3390.0","9.86E-3"
"3395.0","9.55E-3"
"3400.0","1.25E-2"
"3405.0","4.46E-3"
"3410.0","7.08E-3"
"3415.0","7.28E-3"
"3420.0","1.32E-2"
"3425.0","1.00E-2"
"3430.0","8.69E-3"
"3435.0","1.16E-2"
"3440.0","8.03E-3"
"3445.0","1.13E-2"
"3450.0","1.12E-2"
"3455.0","8.31E-3"
"3460.0","1.25E-2"
"3465.0","9.82E-3"
"3470.0","1.23E-2"
"3475.0","1.09E-2"
"3480.0","1.12E-2"
"3485.0","1.21E-2"
"3490.0","1.04E-2"
"3495.0","1.23E-2"
"3500.0","1.19E-2"
"3505.0","1.18E-2"
"3510.0","1.20E-2"
"3515.0","1.15E-2"
"3520.0","1.21E-2"
"3525.0","1.14E-2"
"3530.0","1.11E-2"
"3535.0","9.46E-3"
"3540.0","9.03E-3"
"3545.0","9.54E-3"
"3550.0","1.05E-2"
"3555.0","9.06E-3"
"3560.0","1.08E-2"
"3565.0","1.09E-2"
"3570.0","8.34E-3"
"3575.0","8.64E-3"
"3580.0","1.02E-2"
"3585.0","9.17E-3"
"3590.0","9.45E-3"
"3595.0","9.67E-3"
"3600.0","1.03E-2"
"3605.0","1.04E-2"
"3610.0","9.48E-3"
"3615.0","9.47E-3"
"3620.0","1.16E-2"
"3625.0","1.02E-2"
"3630.0","9.96E-3"
"3635.0","1.03E-2"
"3640.0","1.15E-2"
"3645.0","1.06E-2"
"3650.0","1.01E-2"
"3655.0","1.10E-2"
"3660.0","1.09E-2"
"3665.0","1.03E-2"
"3670.0","7.90E-3"
"3675.0","4.83E-3"
"3680.0","8.33E-3"
"3685.0","9.44E-3"
"3690.0","9.69E-3"
"3695.0","1.01E-2"
"3700.0","1.09E-2"
"3705.0","1.08E-2"
"3710.0","9.36E-3"
"3715.0","9.23E-3"
"3720.0","1.04E-2"
"3725.0","1.07E-2"
"3730.0","9.27E-3"
"3735.0","8.58E-3"
"3740.0","8.85E-3"
"3745.0","1.03E-2"
"3750.0","9.29E-3"
"3755.0","8.99E-3"
"3760.0","8.86E-3"
"3765.0","8.55E-3"
"3770.0","9.12E-3"
"3775.0","9.05E-3"
"3780.0","9.57E-3"
"3785.0","8.81E-3"
"3790.0","7.76E-3"
"3795.0","8.87E-3"
"3800.0","9.86E-3"
"3805.0","9.30E-3"
"3810.0","8.25E-3"
"3815.0","7.76E-3"
"3820.0","9.66E-3"
"3825.0","9.51E-3"
"3830.0","9.59E-3"
"3835.0","7.69E-3"
"3840.0","8.98E-3"
"3845.0","8.78E-3"
"3850.0","8.83E-3"
"3855.0","8.51E-3"
"3860.0","7.99E-3"
"3865.0","8.10E-3"
"3870.0","7.36E-3"
"3875.0","6.76E-3"
"3880.0","6.53E-3"
"3885.0","6.77E-3"
"3890.0","6.88E-3"
"3895.0","7.48E-3"
"3900.0","7.93E-3"
"3905.0","7.93E-3"
"3910.0","7.14E-3"
"3915.0","6.99E-3"
"3920.0","6.95E-3"
"3925.0","6.85E-3"
"3930.0","7.05E-3"
"3935.0","7.35E-3"
"3940.0","7.40E-3"
"3945.0","7.54E-3"
"3950.0","7.63E-3"
"3955.0","7.72E-3"
"3960.0","7.75E-3"
"3965.0","7.81E-3"
"3970.0","7.68E-3"
"3975.0","7.51E-3"
"3980.0","7.39E-3"
"3985.0","7.43E-3"
"3990.0","7.37E-3"
"3995.0","7.21E-3"
"4000.0","7.10E-3"
